feature,importance
roa,93.57012939453125
accruals,54.698238372802734
return_on_current_assets,30.682910919189453
total_accruals,26.46056365966797
return_on_fixed_assets,19.52353858947754
current_liab_to_assets,19.302690505981445
capx_to_assets,17.731538772583008
cfo_to_assets,16.758102416992188
total_liab_to_assets,16.627243041992188
roa_avg_assets,16.33456802368164
working_cap_to_assets,15.549365043640137
fcf_to_assets,14.280722618103027
interest_coverage_ebitda,13.634191513061523
equity_to_assets,13.163820266723633
asset_growth,12.503949165344238
cfo_to_current_liab,12.408958435058594
log_assets,11.468372344970703
roe,10.681310653686523
fcf_to_debt,10.652318000793457
roe_avg_equity,10.411084175109863
equity_to_liab,10.360846519470215
cfo_to_total_liab,10.21860408782959
cash_ratio,9.767186164855957
debt_to_equity,9.532687187194824
ni_growth,9.456084251403809
delta_fixed_assets_to_assets,8.995309829711914
fixed_assets_to_lt_debt,8.957103729248047
equity_growth,8.639119148254395
quick_ratio,8.570535659790039
delta_nwc_to_assets,8.527010917663574
lt_debt_to_assets,8.362505912780762
cfo_to_total_debt,8.189764976501465
current_ratio,8.082199096679688
log_book_equity,7.808189392089844
debt_to_assets,7.7117133140563965
st_debt_to_assets,6.895913124084473
