feature,importance
roa,84.46051788330078
accruals,26.589521408081055
total_accruals,14.319058418273926
return_on_current_assets,13.130722999572754
fcf_to_assets,10.177431106567383
return_on_fixed_assets,9.476195335388184
capx_to_assets,8.96774959564209
roe,8.93012523651123
total_liab_to_assets,8.835636138916016
working_cap_to_assets,8.50387191772461
interest_coverage_ebitda,8.448528289794922
asset_growth,8.36676025390625
cfo_to_assets,8.293123245239258
cfo_to_current_liab,8.098823547363281
current_liab_to_assets,8.088629722595215
fcf_to_debt,7.963088512420654
log_assets,7.732034206390381
debt_to_equity,7.660644054412842
roa_avg_assets,7.486438274383545
equity_to_liab,7.356494426727295
ni_growth,7.266594409942627
cash_ratio,7.229588031768799
cfo_to_total_liab,7.142575263977051
roe_avg_equity,6.99388313293457
equity_growth,6.93426513671875
lt_debt_to_assets,6.897639274597168
delta_fixed_assets_to_assets,6.866211414337158
equity_to_assets,6.851601600646973
quick_ratio,6.7849531173706055
delta_nwc_to_assets,6.649570941925049
fixed_assets_to_lt_debt,6.3828911781311035
cfo_to_total_debt,6.292248249053955
st_debt_to_assets,6.240619659423828
debt_to_assets,6.203821182250977
current_ratio,6.1847734451293945
log_book_equity,6.104938983917236
